,Step,Replicate,variable,value
347,147.0,2.0,agent1,0.1141813952744274
348,148.0,2.0,agent1,0.11500130779406034
349,149.0,2.0,agent1,0.1171006512024358
350,150.0,2.0,agent1,0.10175200440270603
351,151.0,2.0,agent1,0.10338186870961355
352,152.0,2.0,agent1,0.10521511152178813
353,153.0,2.0,agent1,0.10717820257993439
354,154.0,2.0,agent1,0.10922980062928506
355,155.0,2.0,agent1,0.11115233272303443
356,156.0,2.0,agent1,0.11302748174188847
357,157.0,2.0,agent1,0.11521767295282431
358,158.0,2.0,agent1,0.11651391452087019
359,159.0,2.0,agent1,0.11880584778111203
360,160.0,2.0,agent1,0.10195000000000001
361,161.0,2.0,agent1,0.10367901724140309
362,162.0,2.0,agent1,0.10570414627029728
363,163.0,2.0,agent1,0.10735540203255033
364,164.0,2.0,agent1,0.10914443089284889
365,165.0,2.0,agent1,0.11122187777556433
366,166.0,2.0,agent1,0.11297873206883087
367,167.0,2.0,agent1,0.11518879056437335
368,168.0,2.0,agent1,0.11710413310734426
369,169.0,2.0,agent1,0.11939618390470907
370,170.0,2.0,agent1,0.10163245133351638
371,171.0,2.0,agent1,0.10323974296507815
372,172.0,2.0,agent1,0.10517757039690209
373,173.0,2.0,agent1,0.10667738764835873
374,174.0,2.0,agent1,0.10876665796850146
375,175.0,2.0,agent1,0.11036931373363887
376,176.0,2.0,agent1,0.1125356866963511
377,177.0,2.0,agent1,0.11441709131455562
378,178.0,2.0,agent1,0.11637962193138165
379,179.0,2.0,agent1,0.11862451809492969
380,180.0,2.0,agent1,0.10170021909465213
381,181.0,2.0,agent1,0.10337911580643247
382,182.0,2.0,agent1,0.10525495592789365
383,183.0,2.0,agent1,0.10719960680872877
384,184.0,2.0,agent1,0.10915960167487863
385,185.0,2.0,agent1,0.111281042680715
386,186.0,2.0,agent1,0.113212121688654
387,187.0,2.0,agent1,0.11542901614736124
388,188.0,2.0,agent1,0.11769029584386075
389,189.0,2.0,agent1,0.11995702873917549
390,190.0,2.0,agent1,0.10195000000000001
391,191.0,2.0,agent1,0.10360758485590733
392,192.0,2.0,agent1,0.10560435051837362
393,193.0,2.0,agent1,0.10766620000597693
394,194.0,2.0,agent1,0.10878289455688363
395,195.0,2.0,agent1,0.11088121197070412
396,196.0,2.0,agent1,0.11302104732546726
397,197.0,2.0,agent1,0.1145971612310534
398,198.0,2.0,agent1,0.11623834643439117
399,199.0,2.0,agent1,0.11847269195816894
400,0.0,3.0,agent1,0.10120001641450384
401,1.0,3.0,agent1,0.10137360396971014
402,2.0,3.0,agent1,0.10336313909551743
403,3.0,3.0,agent1,0.1053749739727428
404,4.0,3.0,agent1,0.10616790516741126
405,5.0,3.0,agent1,0.10801600335308233
406,6.0,3.0,agent1,0.10879308045820925
407,7.0,3.0,agent1,0.11094673311170589
408,8.0,3.0,agent1,0.11216697078849738
409,9.0,3.0,agent1,0.11295093038449852
410,10.0,3.0,agent1,0.10195
411,11.0,3.0,agent1,0.10390196770476562
412,12.0,3.0,agent1,0.10592781058478806
413,13.0,3.0,agent1,0.10682595627242057
414,14.0,3.0,agent1,0.10891039555703681
415,15.0,3.0,agent1,0.10944411351506543
416,16.0,3.0,agent1,0.11160669821781974
417,17.0,3.0,agent1,0.11381122402776533
418,18.0,3.0,agent1,0.11606046577985607
419,19.0,3.0,agent1,0.1182710862411723
420,20.0,3.0,agent1,0.1019473262832832
421,21.0,3.0,agent1,0.10389004405164466
422,22.0,3.0,agent1,0.10573549787049119
423,23.0,3.0,agent1,0.10633932043916679
424,24.0,3.0,agent1,0.1083574951566558
425,25.0,3.0,agent1,0.110479020537736
426,26.0,3.0,agent1,0.11264127777831365
427,27.0,3.0,agent1,0.11472235204372179
428,28.0,3.0,agent1,0.1168965033566472
429,29.0,3.0,agent1,0.11918292467451116
430,30.0,3.0,agent1,0.10195
431,31.0,3.0,agent1,0.1039375979853647
432,32.0,3.0,agent1,0.1059637854534232
433,33.0,3.0,agent1,0.10757351066061163
434,34.0,3.0,agent1,0.10949455031680244
435,35.0,3.0,agent1,0.11098016131821742
436,36.0,3.0,agent1,0.11316007817633132
437,37.0,3.0,agent1,0.11528379874893901
438,38.0,3.0,agent1,0.11742417671615651
439,39.0,3.0,agent1,0.11879224181346902
440,40.0,3.0,agent1,0.10193987436418214
441,41.0,3.0,agent1,0.10387081540587136
442,42.0,3.0,agent1,0.10584871043830768
443,43.0,3.0,agent1,0.10791799176029795
444,44.0,3.0,agent1,0.10990783781142716
445,45.0,3.0,agent1,0.11191344988168489
446,46.0,3.0,agent1,0.11411028288831634
447,47.0,3.0,agent1,0.11633179313848001
448,48.0,3.0,agent1,0.1185371168808292
449,49.0,3.0,agent1,0.12012476549456598
450,50.0,3.0,agent1,0.10165653772618641
451,51.0,3.0,agent1,0.10363976368902805
452,52.0,3.0,agent1,0.10486521828428975
453,53.0,3.0,agent1,0.10544761270518317
454,54.0,3.0,agent1,0.10661935310680411
455,55.0,3.0,agent1,0.1087181171585624
456,56.0,3.0,agent1,0.11012643725487134
457,57.0,3.0,agent1,0.11200971141819524
458,58.0,3.0,agent1,0.11354336510612706
459,59.0,3.0,agent1,0.11579440461017876
460,60.0,3.0,agent1,0.10195
461,61.0,3.0,agent1,0.10210283720316436
462,62.0,3.0,agent1,0.10350427110364151
463,63.0,3.0,agent1,0.1048989645209456
464,64.0,3.0,agent1,0.10696308983992674
465,65.0,3.0,agent1,0.10883550089836475
466,66.0,3.0,agent1,0.11091630326471713
467,67.0,3.0,agent1,0.11294728362609995
468,68.0,3.0,agent1,0.11498762723082574
469,69.0,3.0,agent1,0.11725824438138041
470,70.0,3.0,agent1,0.10195
471,71.0,3.0,agent1,0.10386733200286241
472,72.0,3.0,agent1,0.10589294146418161
473,73.0,3.0,agent1,0.10671499708750386
474,74.0,3.0,agent1,0.10880147305647717
475,75.0,3.0,agent1,0.11092931737963165
476,76.0,3.0,agent1,0.11279717948624401
477,77.0,3.0,agent1,0.11354629263833507
478,78.0,3.0,agent1,0.11575087109913192
479,79.0,3.0,agent1,0.11802075178177504
480,80.0,3.0,agent1,0.10142540695322966
481,81.0,3.0,agent1,0.10323926574374194
482,82.0,3.0,agent1,0.10520394528880206
483,83.0,3.0,agent1,0.10698138706545943
484,84.0,3.0,agent1,0.10866769961465408
485,85.0,3.0,agent1,0.110300769958465
486,86.0,3.0,agent1,0.11232517264512926
487,87.0,3.0,agent1,0.1145334211387092
488,88.0,3.0,agent1,0.11668351587385256
489,89.0,3.0,agent1,0.1189442136252168
490,90.0,3.0,agent1,0.1018803182593988
491,91.0,3.0,agent1,0.10370989281104981
492,92.0,3.0,agent1,0.1057128178525806
493,93.0,3.0,agent1,0.10777509610952608
494,94.0,3.0,agent1,0.1098675561915309
495,95.0,3.0,agent1,0.11136546992454516
496,96.0,3.0,agent1,0.11350513678492638
497,97.0,3.0,agent1,0.11562880298930901
498,98.0,3.0,agent1,0.11789731492598847
499,99.0,3.0,agent1,0.12020977617315474
500,100.0,3.0,agent1,0.10112942017752344
501,101.0,3.0,agent1,0.10228013925319768
502,102.0,3.0,agent1,0.10428193956110615
503,103.0,3.0,agent1,0.10632227484463856
504,104.0,3.0,agent1,0.10840214697079485
505,105.0,3.0,agent1,0.11049208036062606
506,106.0,3.0,agent1,0.11210323937403964
507,107.0,3.0,agent1,0.11429934760652843
508,108.0,3.0,agent1,0.11555258739671458
509,109.0,3.0,agent1,0.1170344204911448
510,110.0,3.0,agent1,0.10195
511,111.0,3.0,agent1,0.1038410769347642
512,112.0,3.0,agent1,0.10524889956754956
513,113.0,3.0,agent1,0.10686010243305696
514,114.0,3.0,agent1,0.10889095863837012
515,115.0,3.0,agent1,0.11035375271813685
516,116.0,3.0,agent1,0.11251828060437397
517,117.0,3.0,agent1,0.11472483466204218
518,118.0,3.0,agent1,0.11687750401425626
519,119.0,3.0,agent1,0.11914550640232342
520,120.0,3.0,agent1,0.1018771303340718
521,121.0,3.0,agent1,0.10306205199508972
522,122.0,3.0,agent1,0.1043275853966365
523,123.0,3.0,agent1,0.10626240877141248
524,124.0,3.0,agent1,0.10834571155506946
525,125.0,3.0,agent1,0.11037187197343885
526,126.0,3.0,agent1,0.11167747337638917
527,127.0,3.0,agent1,0.11320723372165034
528,128.0,3.0,agent1,0.1149070056623066
529,129.0,3.0,agent1,0.11632214644456373
530,130.0,3.0,agent1,0.10195
531,131.0,3.0,agent1,0.10393745782336579
532,132.0,3.0,agent1,0.10596306930539767
533,133.0,3.0,agent1,0.1080233789208852
534,134.0,3.0,agent1,0.11003167751219277
535,135.0,3.0,agent1,0.11217616372927487
536,136.0,3.0,agent1,0.11405953631408969
537,137.0,3.0,agent1,0.11624222511972915
538,138.0,3.0,agent1,0.11850849266642
539,139.0,3.0,agent1,0.12081810138727375
540,140.0,3.0,agent1,0.10151619703687646
541,141.0,3.0,agent1,0.10337045186510135
542,142.0,3.0,agent1,0.10506514618413794
543,143.0,3.0,agent1,0.10697278118925868
544,144.0,3.0,agent1,0.10904050071445338
545,145.0,3.0,agent1,0.11111744817908249
546,146.0,3.0,agent1,0.1132870059290784
547,147.0,3.0,agent1,0.11544017291717323
548,148.0,3.0,agent1,0.11769427643413195
549,149.0,3.0,agent1,0.11996290927253007
550,150.0,3.0,agent1,0.10195
551,151.0,3.0,agent1,0.10392354249751076
552,152.0,3.0,agent1,0.1057123583739686
553,153.0,3.0,agent1,0.10768597139834685
554,154.0,3.0,agent1,0.10979076139379221
555,155.0,3.0,agent1,0.1119359706769421
556,156.0,3.0,agent1,0.11408266541304378
557,157.0,3.0,agent1,0.11602495565704707
558,158.0,3.0,agent1,0.11823802008413258
559,159.0,3.0,agent1,0.11986189607018558
560,160.0,3.0,agent1,0.10191060673945707
561,161.0,3.0,agent1,0.10347318817780626
562,162.0,3.0,agent1,0.10542600733597904
563,163.0,3.0,agent1,0.10748440870840019
564,164.0,3.0,agent1,0.10958673465863972
565,165.0,3.0,agent1,0.11170764694381144
566,166.0,3.0,agent1,0.11389215137490921
567,167.0,3.0,agent1,0.11600151849567762
568,168.0,3.0,agent1,0.11824318215871901
569,169.0,3.0,agent1,0.12051100706412325
570,170.0,3.0,agent1,0.10195
571,171.0,3.0,agent1,0.1038996926018762
572,172.0,3.0,agent1,0.10592497501515481
573,173.0,3.0,agent1,0.10791072286255814
574,174.0,3.0,agent1,0.10996674639221614
575,175.0,3.0,agent1,0.11211091393974704
576,176.0,3.0,agent1,0.11429629995825444
577,177.0,3.0,agent1,0.11628068812521476
578,178.0,3.0,agent1,0.11828190775986433
579,179.0,3.0,agent1,0.11952694264078495
580,180.0,3.0,agent1,0.1019013447109166
581,181.0,3.0,agent1,0.10350653964428105
582,182.0,3.0,agent1,0.10544381766893011
583,183.0,3.0,agent1,0.10750152659324082
584,184.0,3.0,agent1,0.10945828295159238
585,185.0,3.0,agent1,0.110379816134684
586,186.0,3.0,agent1,0.11240490347657987
587,187.0,3.0,agent1,0.11457786976127311
588,188.0,3.0,agent1,0.11667728985362838
589,189.0,3.0,agent1,0.11891299293467708
590,190.0,3.0,agent1,0.10176684284107182
591,191.0,3.0,agent1,0.1037564186214089
592,192.0,3.0,agent1,0.10578424741026822
593,193.0,3.0,agent1,0.1078296019537949
594,194.0,3.0,agent1,0.10972821434876864
595,195.0,3.0,agent1,0.11172654964551526
596,196.0,3.0,agent1,0.11339083563690301
597,197.0,3.0,agent1,0.11558931519542319
598,198.0,3.0,agent1,0.11778939831037787
599,199.0,3.0,agent1,0.11987468305474229
600,0.0,4.0,agent1,0.10195000000000001
601,1.0,4.0,agent1,0.10393796369612954
602,2.0,4.0,agent1,0.10595169207257982
603,3.0,4.0,agent1,0.10682746506026353
604,4.0,4.0,agent1,0.10886814426756576
605,5.0,4.0,agent1,0.11011403529362174
606,6.0,4.0,agent1,0.11005897827597493
607,7.0,4.0,agent1,0.11223223777360156
608,8.0,4.0,agent1,0.11381116729400698
